country_code	name	include_code	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	last.observed
1	Uusimaa	2	0.00406172194287458	0.00636982481779897	0.00430889985552466	0.00630004954567477	0.0060274912973601	0.00706122013000885	0.00719159942828857	0.00805359746436588	0.00838596424278273	0.00770450644772242	0.00600416439833912	0.00577838519018122	0.00371847221498403	0.00228552405849767	0.00170209809642907	0.00397153606233253	0.00525331986782541	0.00599170058481424	0.00657071443366049	0.00564399535564749	0.00481887138951739	0.0061405060365719	0.00700839590639729	0.00753529073027418	0.00735629803890262	0.00676927976418614	0.00773976327799728	0.00827784569443304	0.00701605722000402	0.0090192191037003	0.0059459275329804	0.00463510232740688	0.0100350079888842	0.0144026525159744	0.0116405767828087	2021
2	Southwest Finland	2	0.00181761748674997	0.00271796384476002	0.00219416878077899	0.00216305885796998	0.0034581359814888	0.00421264067990596	0.0038126498602257	0.00459800942330552	0.005719444757928	0.00443729210714141	0.00300601874735799	0.00448704965356683	0.00366988345071047	0.00279371590738301	0.00181599797242945	0.00351856079230175	0.00408485131796526	0.0024323059000294	0.00346504704267559	0.00286878340253265	0.00378990633793582	0.00363214523444138	0.00335226981933569	0.00400101936799185	0.00374001798085568	0.00332263035948078	0.00386084959719731	0.00615897353232414	0.00404946278798618	0.00401593020417615	0.00628787107683168	0.00640361382237418	0.00813893860167598	0.0141487328489403	0.0113981071866683	2021
4	Satakunta	2	-0.00257499678125402	-0.00078914469175593	-0.00129598245439139	-0.00113920313987668	-0.00370373456430083	-0.00423397630143571	-0.00541887027056545	-0.00505029178525281	-0.00468467550984036	-0.005639683562948	-0.0061229140599134	-0.00441404713216634	-0.00236029156542867	-0.00131355747901353	-0.00196609253277184	-0.0021471520717175	-0.00268799522913734	-0.00264164733127578	-0.00168759222117177	0.000274195545649136	0.000163889405657285	-0.000292940142564203	0.000640187788417936	0.000774862395126383	0.000200908104632941	-0.00174024587700767	-0.00144313159556237	-0.00123866822747938	-0.00295941891100703	-0.00298959179154056	-0.000255319939094589	0.000578679397613414	-4.70464254125972e-06	0.00426938698403703	0.00440213764017022	2021
5	Kanta-Häme	2	0.0052019131206548	0.00497424162699918	0.00277434702457366	0.00134735717710464	-0.000454663942724468	-0.00141872351261391	-0.00118259224219489	-0.000163610582574867	-0.00056393029093952	0.00116835159513288	0.00115542596502265	0.00217510830226755	0.0026705086625755	0.00473453026738995	0.00581638131599356	0.00548755500917562	0.0084906326492186	0.00861480673553068	0.00856444426465404	0.00399820512230481	0.00467474434991836	0.00350967300119843	0.00181225494665816	0.00172098403815798	6.27316794981466e-05	-0.00170568370442447	-0.00256069420707672	-0.0036243631310792	-0.00396816134077169	0.00104724294281117	0.00232739466633837	0.00217962200301975	0.00126815975273834	0.00685355683084926	0.00493936443303532	2021
6	Pirkanmaa	2	0.00279112320649435	0.00215083107650252	0.00260098694668553	0.00277198368935425	0.00289194136685885	0.00434502443650819	0.00408517937548667	0.00439695108812756	0.00441473512705197	0.00478972273764394	0.00547076120789113	0.00678872659946513	0.00661373648943823	0.00563745062914122	0.00649517354692955	0.0062217734493826	0.00658517789009725	0.00705110333434589	0.00562894366516864	0.00514852701747919	0.00489276984459457	0.00505409476579127	0.00510815501216418	0.00507983883002537	0.00509929689415449	0.00431705897161558	0.00587324730964229	0.0055955966270879	0.00655670525560906	0.00585144035454881	0.00678012133452679	0.00946769343934723	0.0124579712430375	0.0150470324062829	0.0131461700091308	2021
7	Päijät-Häme	2	0.0023328339051542	0.00192594826202623	0.000218333195864284	-0.00086310144351292	-0.00216810317648942	-0.0021653323493856	-0.00302832604652522	-0.000189930748327148	-0.000570648197824709	-0.000864013121284011	0.000351370344342937	0.000580286827489016	0.00245785149709925	0.00226482953026658	0.00115036816635197	0.00113944918541505	0.00105094415466798	0.00461718829154384	0.00383283639511398	0.00324483634216703	0.00335764954951934	0.00343627830508799	0.00254888951470862	0.00119385879038227	0.00030628017936533	-0.000311713223834073	0.00330338393088304	0.00113435361070522	0.000781121922524277	-0.000770666214283983	0.00196820737616088	0.00227667167176927	0.00356430415395447	0.00691024506184009	0.00764287634080192	2021
8	Kymenlaakso	2	-0.00117185400204268	0.0015510782408948	0.0006331083473726	-0.00159093596482742	-0.00386602107170202	-0.00430130826945475	-0.00329672123121114	-0.00341638333460878	-0.00212935268775897	-0.00398074226212166	-0.0035622985439591	-0.00141668339914776	0.000285338629815089	0.000252325600955473	0.000953957520832749	0.000753100921143589	-0.00211870391818978	-0.000708793576629091	-0.00114994221824992	0.0016917678689421	0.00159085855043706	-4.57595222705875e-05	0.00128391778340766	2.30064878295679e-05	-0.00168875934022717	-0.00221215755218945	-0.00128828248521403	-0.00599320651368479	-0.00519136013635573	-0.00627523471323637	-0.00264108296685748	-0.000966596650370838	-0.00188101926163724	0.00441830856307277	0.00177843269267413	2021
9	South Karelia	2	-0.000242434613958529	0.000456653585444167	-0.00202991987534577	-0.00173390939248687	-0.00226853413928512	-0.00328098184283015	-0.00257666669079276	-0.000137737052717045	-0.00282720529299465	-0.00293719099066105	0.000212767518470422	0.000425966319283789	-0.000426972909305065	0.000420794637452199	-0.000792815755546006	0.00104610271096405	-0.000520674496619335	-0.00121733545433498	0.000785651754248131	0.00040537497184896	0	3.01825288431791e-05	0.00173019530807299	0.00300940628497112	0.000554020825111563	-0.000541344211047997	0.000344811732793895	0.000539021291341008	-0.00241542141725434	-0.000657498219275656	0.000866680848716918	0.0014114997581419	0.00236930907118298	0.007598152793979	0.00711527545709649	2021
10	South Savo	2	9.17644467827385e-05	0.000483399214323302	0.00125991572020085	4.90406424324159e-05	-0.00291349859549699	-0.0028204131257213	-0.00424507224070304	-0.00520374569738313	-0.00633170578043787	-0.00653387061919229	-0.004912981930219	-0.0048910167894798	-0.00410102428118338	-0.00215735625796751	-0.00158374460311097	-0.00114270616598963	-0.00231273800267161	-0.00567663320629127	-0.00307656938847267	-0.00102735764973227	-0.00051995676149036	-0.00111452807991579	-0.000789511956950822	-9.05052980409084e-05	-8.40654028834433e-05	-0.000932065159827992	-0.0013673071171184	-0.00438691273717422	-0.00870495478992335	-0.00734100689429248	-0.00306702235083119	0.00182248952068526	0.00249902262152072	0.00582693166248441	0.00626855058125155	2021
11	North Savo	2	-0.00018865076969514	0.000954747236307459	0.00078320273708746	-0.000280945174485683	-0.00228575711020347	-0.00279375760397735	-0.00303413591121953	-0.00438434034575815	-0.00602785362774106	-0.00564284429957956	-0.00608922388393115	-0.00369978041010732	-0.00220387385150236	-0.0013653390591997	-0.00111007244683337	-0.00368424963724612	-0.00159157016629164	-0.00111649702988202	-0.000968889203974809	-0.000386427712387374	-9.86827822228889e-05	0.00160175482893574	0.0021063094618261	0.00221965518464929	0.00222804976635053	0.00112147023167837	0.00132903506516623	-0.00120841117780339	-0.000782703842436924	-0.00105219615827922	0.00155479024429541	0.00518595765069676	0.00368607406869098	0.00809057576856441	0.00768442417056849	2021
