country_code	name	include_code	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023	2024	last.observed
12	North Karelia	2	-0.000120746432491767	0.00147777589254927	0.000966415689786024	0.000370990708865041	-0.00174827085086157	-0.00426684801684802	-0.00595054095826893	-0.00627858004078299	-0.007128406588172	-0.00564213092000587	-0.00401278187380454	-0.00324545693067613	-0.00364448219656099	-0.00184929139301763	-0.00131200221942226	-0.000544507712893827	-0.00360972996890975	-0.00328854976125831	-0.0015100414820734	-4.11917357608996e-05	0.00160209214385845	0.000618618654003641	0.000418888941331949	7.68721320781494e-05	0.0015038840469875	-0.000178222409685794	-0.000220765040364203	-0.00162820458901352	0.000217432007199415	-0.000729638524914116	0.000440267340112635	0.00400536498429088	0.00297157622739018	0.00603125904842873	0.00581155030199086	2021
13	Central Finland	2	0.00342187248319511	0.00402370555208983	0.00157923940415724	0.000553223591310908	0.000142641253392549	-0.000527373372648954	0.00135717982632699	0.00091375177302253	-0.000351475049091895	0.000152610012742936	0.00135129991245099	0.00265200664708962	0.000462315594814486	0.00271386297067971	0.00251835202050766	0.000528545188739364	0.000202319177235346	0.00199628355435488	0.00261605006168527	0.00178019578452599	0.00134276217984898	0.00179127095639892	0.00192136343469381	-0.00053130874167769	2.9305532151832e-05	0.00151035304959663	0.00274907816436056	0.00129666628923329	0.000680613137297234	0.000842805736942008	0.00149660512733982	0.00266609946347957	0.00392017237012594	0.00753464509589382	0.00628210366565492	2021
14	South Ostrobothnia	2	-0.000338147915559635	-0.000289368597719775	-0.000197360187155221	-0.000822661188673254	-0.00406237651435566	-0.00703904218574145	-0.0057676931177721	-0.00658633592765329	-0.00499174612560672	-0.00444055009356343	-0.00610661167727603	-0.00596576821162198	-0.00218384457051057	-0.000552711047688914	0.000341451167461712	-0.0014482841855413	-0.00104719422432109	0.000814762285559093	-0.00188914973148885	-0.000629795895746107	5.03857025530436e-05	0.000890920164493056	0.00053281325398102	-0.00039229295230623	-0.00213880005246113	-0.00367328533573828	-0.0025639460350406	-0.0030012833426218	-0.00344284567405669	-0.00280010558623652	-0.00155607598230549	0.00137670654248496	0.0010745699099458	0.00488089052634894	0.00217976191102991	2021
15	Ostrobothnia	2	-0.00197477080690332	1.78776809072327e-05	0.000463240665403643	-0.000829885357265646	-0.00255874147826551	-0.00245132869120364	-0.00181636384075163	-0.00237328661726758	-0.00246939899447494	-0.0043784085643335	-0.00267734431242823	-0.0015596537806722	-0.00163767485901108	-0.000737893195910644	0.000528625988203919	-0.000391498549675827	0.00134184548087722	0.00225332556730266	0.00386563271225891	0.0035098933666502	0.00167648470063186	0.00489177240626974	0.00120153109390824	0.00273457528627585	0.00224032124505144	0.00166201227853969	-0.00216150150795851	-0.00220114368702914	-0.000561883843285488	-0.00180192470569511	-0.000392455749192337	0.00177231440403088	0.00394162984976435	0.00940304726298127	0.00792172263900777	2021
16	Central Ostrobothnia	2	-0.00312252616764887	-0.000846678247667985	-0.000653243717972912	0.000461660535237683	-0.00124951527424706	-0.00826874128187061	-0.00918902518313034	-0.00683849842801466	-0.00671775260640077	-0.00993488916526447	-0.00724446011873273	-0.00873343086403334	-0.00505207638858023	-0.00438902151510209	-0.00382965458890588	-0.000635981778382536	-0.00325289803643246	-0.00026510353765943	-0.00167669250341957	-0.00228970659464855	-0.00074647619326415	-0.00140178727878045	-0.00157411456055969	-0.0020530890982425	-0.000900743840074384	0.000825704021323444	-0.00269459776609153	-0.00395463797615586	-0.00578634364451978	-0.00403474280348602	-0.0022356886509384	-0.000677317234778768	0.000398200722660571	0.00191921577890634	0.00165379560858202	2021
17	North Ostrobothnia	2	-0.000282212891142791	0.00154481371862362	0.00104740780570865	-0.000406195313173804	-0.00107532529281191	0.000109756532571623	-0.00156737243936672	-0.00291811052343608	-0.00264999918545107	-0.0012952001881961	0.00207976084092111	0.00106881460197984	-0.000877879298227002	-0.00101609118956567	0.00122317911323443	0.000766616078667803	-0.0003330579365899	5.64047605617914e-05	1.7827491009851e-05	0.000235139440216429	0.000107949339124104	0.000882350741897453	0.000163398692810458	0.000750344420389687	-0.000181134587894335	-0.00086330093109688	-0.000571567554420528	-0.000954217007886252	-0.000875871322128974	0.000283409635927622	0.000937583065509992	0.00368861629968985	0.00265278734728467	0.00456474695424493	0.00089163843941759	2021
18	Kainuu	2	-0.00308244735504386	-0.00469682178110424	-0.00445603738724052	-0.0043684772425213	-0.00796934865900383	-0.00863616836122096	-0.00979619037041151	-0.0132851871850252	-0.0117823844814043	-0.0103516096753045	-0.0124918354016982	-0.0131247263216446	-0.0100386932927633	-0.00622401624286957	-0.00458559369450459	-0.00706012134583563	-0.00730758750526394	-0.00468722730559226	-0.00435437319613502	-0.00360956155185905	-0.00500616240804035	-0.00570629872794419	-0.00373216245883644	-0.00547003203875908	-0.00554395091895585	-0.00554936009771122	-0.00221916233306151	-0.00527319190362228	-0.00577599540110319	-0.00409371283157691	-0.000516298280866265	0.00214721773910603	0.000269423292352633	0.00562966763582464	0.00146469650626804	2021
19	Lapland	2	-0.00187368567926089	-0.000838077480015076	-0.000385312671352991	-0.00169545824194781	-0.00663783516619301	-0.00714459488309973	-0.00733875430628331	-0.00963572149851043	-0.0140658133609971	-0.0128529678109821	-0.0142985273872596	-0.0134715354380626	-0.00768464721451509	-0.0044404735791822	-0.00287487328566908	-0.0038697524219591	-0.00443939762619299	-0.00297738489072076	-0.00196235112495447	-0.00136600126259878	-0.00170038367631671	-0.000905471008563792	-0.00161339721292468	-0.000958830555464238	-0.00267953430023989	-0.00309082263433191	-0.000377343832370552	-0.00263359055478371	0.000392108535642666	-0.00339239448862899	0.00105284012113322	0.00324090337348578	0.00280440285559885	0.00773204655123474	0.00546122360928976	2021
21	Åland	2	0.0085351975288571	0.00559423672878013	0.00368103068859281	-0.000159349852601386	0.000476985451943716	-0.00226172525990001	0.000831452666587481	0.00287492123503466	0.00581463414634146	0.0036178324126663	0.00267690875232775	0.00653645032297755	0.00841680313821076	0.00375754355334573	0.00652091971353185	0.00765897033550026	0.00326858076737362	0.00651861672743343	0.00903263403263403	0.00912237686594072	0.00799800049987503	0.0117443746914016	0.00621030841023122	0.00512802623316821	0.00819615437819892	0.00255322085360384	0.00800985828712261	0.00793516226389501	0.00976870656953909	0.0027774059697497	0.00713598194430615	0.00612971262852623	0.00362330775058467	0.00599194525392096	0.00740523259607229	2021
246	Finland	0	0.00141663122254414	0.00258838632396647	0.00168131162484852	0.00165225391853975	0.000576415335982085	0.000638090878994126	0.000527441780715154	0.000720759365646277	0.000654114642748747	0.000537195468375276	0.000498734345792363	0.00111686440222826	0.00100282446538277	0.00110254702731864	0.00127506129441351	0.00170980177259218	0.00196022137766951	0.0025631621565125	0.00290200690383631	0.00271852722647623	0.00255447348191981	0.00311426930014754	0.00321246494630044	0.00331078812827103	0.00292794649173674	0.00226723194688543	0.00305689480324249	0.00268885370016669	0.00216838993105916	0.0028043766736672	0.00321913016984914	0.00412833544901889	0.00617598585182882	0.0103346787771481	0.00834833962062615	2021
